"id_servidor";"nome";"id_unidade";"unidade";"id_centro";"centro";"coordenador";"internos";"externos";
"24166";"ELIANE MARINHO SORIANO";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"2";"2";"1";
"26589";"ELIANE PEREIRA DA SILVA";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"0";"2";"0";
"5756063";"ELIANE PEREIRA DA SILVA";"191";"DEPARTAMENTO DE MEDICINA CLÍNICA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"2";"0";
"5041557";"ELIANE SANTOS CAVALCANTE";"205";"ESCOLA DE SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"4";"9";"1";
"5758745";"ELIAS JACOB DE MENEZES NETO";"4881";"DEPARTAMENTO DE DIREITO - CERES";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1";"7";"0";
"5758768";"ELIENE SILVA ARAUJO";"5610";"DEPARTAMENTO DE FONOAUDIOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"2";"0";
"5757893";"ELISAMA VIEIRA DOS SANTOS";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"3";"1";
"5751600";"ELISANGELA FRANCO DE OLIVEIRA CAVALCANTE";"205";"ESCOLA DE SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"5";"1";
"5751560";"ELISANIE NEIVA MAGALHAES TEIXEIRA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"3";"6";"0";
"22941";"ELISETE SCHWADE";"144";"DEPARTAMENTO DE ANTROPOLOGIA";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"1";"1";"0";
"5755467";"ELISSA ARANTES OSTROSKY";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"3";"1";
"26043";"ELIZABEL DE SOUZA RAMALHO VIANA";"201";"DEPARTAMENTO DE FISIOTERAPIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"2";"0";
"23713";"ELIZABETH FERREIRA GOUVEA GOLDBARG";"125";"DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"2";"6";"1";
"23754";"ELIZABETH MAIA DE OLIVEIRA";"190";"DEPARTAMENTO DE PATOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5758612";"ELIZABETH ROMANI";"139";"DEPARTAMENTO DE ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"2";"4";"1";
"22188";"ELIZA MARIA XAVIER FREIRE";"183";"DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"2";"1";"2";
"64640";"ELIZANGELA EMIDIO CUNHA";"179";"DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"1";"0";
"22728";"ELIZEU ANTUNES DOS SANTOS";"182";"DEPARTAMENTO DE BIOQUÍMICA";"440";"CENTRO DE BIOCIÊNCIAS";"2";"8";"2";
"25609";"ELOISA HELENA FONSECA DANTAS";"1481";"PRÓ-REITORIA DE PESQUISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"1";"0";
"5757117";"ELTON JOSE FIGUEIREDO DE CARVALHO";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"2";"0";
"5753765";"ELZA MARIA FERNANDES SEABRA DE MELO";"193";"DEPARTAMENTO DE PEDIATRIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5757193";"EMANUELE ORAZI";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"1";"0";
"17599";"EMANUEL FERRAZ JARDIM DE SA";"123";"DEPARTAMENTO DE GEOLOGIA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"0";"5";
"5755271";"EMELIE KATARINA SVAHN LEAO";"6026";"INSTITUTO DO CÉREBRO";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"0";"1";
"22918";"EMERSON MOREIRA DE AGUIAR";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"8";"1";
"5759593";"EMERSON MOURA DE ALENCAR";"6069";"INSTITUTO METROPOLE DIGITAL";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"1";"0";
"17413";"ENILSON MEDEIROS DOS SANTOS";"52";"DEPARTAMENTO DE ENGENHARIA CIVIL";"445";"CENTRO DE TECNOLOGIA";"3";"0";"3";
"5752717";"ENIO WALKER AZEVEDO CACHO";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"5";"0";
"5753895";"ERICA REVIGLIO ILIOVITZ";"138";"DEPARTAMENTO DE LETRAS";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"1";"1";"0";
"5752209";"ERICKA JANINE DANTAS DA SILVEIRA";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"7";"2";
"5759486";"ERICKINSON BEZERRA DE LIMA";"284";"ESCOLA DE MÚSICA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"2";"1";
"5752605";"ERICK WILSON PEREIRA";"79";"DEPARTAMENTO DE DIREITO PRIVADO - DIPRI";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"0";"1";"0";
"5758552";"ERIKA BARIONI MANTELLO";"5610";"DEPARTAMENTO DE FONOAUDIOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"3";"0";
"26322";"ERIKA DOS REIS GUSMAO ANDRADE";"5967";"DEPARTAMENTO DE FUNDAMENTOS E POLÍTICAS DA EDUCAÇÃO";"5965";"CENTRO DE EDUCAÇÃO";"1";"4";"0";
"5755462";"ERIKA SIMONE GALVAO PINTO";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"4";"0";
"5758392";"ERIK FERNANDO MILETTA MARTINS";"138";"DEPARTAMENTO DE LETRAS";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"1";"1";"0";
"2301337";"ERIVAN FERREIRA BORGES";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"0";"2";"0";
"5753876";"ERMELINDA MARIA MOTA OLIVEIRA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"6";"1";
"5751764";"ERONILSON VIEIRA DA SILVA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"3";"0";
"23487";"ERYVALDO SOCRATES TABOSA DO EGITO";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"6";"0";
"5757565";"ESTHEPHANIA OLIVEIRA MAIA BATALHA";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"5965";"CENTRO DE EDUCAÇÃO";"0";"1";"0";
"5753652";"EUDENILSON LINS DE ALBUQUERQUE";"184";"DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"4";"0";
"26597";"EUGENIA MARIA DANTAS";"142";"DEPARTAMENTO DE GEOGRAFIA/CCHLA";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"2";"7";"0";
"4311300";"EUGENIO MARIANO FONSECA DE MEDEIROS";"54";"DEPARTAMENTO DE ARQUITETURA";"445";"CENTRO DE TECNOLOGIA";"0";"1";"0";
"18150";"EULALIA MARIA CHAVES MAIA";"143";"DEPARTAMENTO DE PSICOLOGIA";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"2";"6";"0";
"5753008";"EULER MACIEL DANTAS";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"5";"0";
"5753641";"EUNADIA SILVA CAVALCANTE";"54";"DEPARTAMENTO DE ARQUITETURA";"445";"CENTRO DE TECNOLOGIA";"1";"3";"0";
"5754628";"EURIDES ARAUJO BEZERRA DE MACEDO";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5754558";"EUZEBIO GUIMARAES BARBOSA";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"2";"3";
"5757900";"EVANDRO DOS SANTOS";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1";"1";"1";
"5757110";"EVANS PAIVA DA COSTA FERREIRA";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"445";"CENTRO DE TECNOLOGIA";"1";"6";"1";
"22770";"EVELINE PIPOLO MILAN";"200";"DEPARTAMENTO DE INFECTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"4";"1";
"24802";"EVERALDO SILVINO DOS SANTOS";"57";"DEPARTAMENTO DE ENGENHARIA QUIMICA";"445";"CENTRO DE TECNOLOGIA";"3";"8";"0";
"5751769";"EVERARDO ARAUJO RAMOS";"139";"DEPARTAMENTO DE ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"1";"3";"0";
"5758443";"EVERTON RANIELLY DE SOUSA CAVALCANTE";"125";"DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"1";"2";"2";
"5757233";"EVERTON SANTI";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"1";"0";
"5752210";"EWERTON WILLIAM GOMES BRITO";"202";"DEPARTAMENTO DE SAÚDE COLETIVA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5751841";"EXPEDITO SILVA DO NASCIMENTO JUNIOR";"177";"DEPARTAMENTO DE MORFOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"4";"1";
"5752855";"EZEQUIAS OLIVEIRA LIRA";"284";"ESCOLA DE MÚSICA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"4";"0";
"5754336";"FABIA BARBOSA DE ANDRADE";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"1";"0";
"5756286";"FABIANA BARBOSA GONCALVES";"7278";"ESCOLA MULTICAMPI DE CIÊNCIAS MÉDICAS DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"4";"0";
"5753707";"FABIANA CRISTINA MENDONCA DE ARAUJO";"5610";"DEPARTAMENTO DE FONOAUDIOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"1";"1";
"22879";"FABIANA LIMA BEZERRA";"181";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"1";"0";
"5757972";"FABIAN ARLEY POSADA BALVIN";"120";"DEPARTAMENTO DE MATEMÁTICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"2";"0";
"5753508";"FABIANA RODRIGUES DE ARRUDA CAMARA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"10";"0";
"5755040";"FABIANA TRISTAO DE SANTANA";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"1";"0";
"5753617";"FABIANA VILLELA DA MOTTA";"1589";"DEPARTAMENTO DE ENGENHARIA DE MATERIAIS";"445";"CENTRO DE TECNOLOGIA";"4";"6";"1";
"5759245";"FABIANE ROCHA BOTARELI";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5753914";"FABIANO DO ESPIRITO SANTO GOMES";"6025";"INSTITUTO DE QUÍMICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"1";"2";
"5756378";"FABIANO HENRIQUE RODRIGUES SOARES";"202";"DEPARTAMENTO DE SAÚDE COLETIVA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5753874";"FABIO DALMAZZO SANCHES";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"445";"CENTRO DE TECNOLOGIA";"1";"0";"2";
"5752710";"FABIO DE ALMEIDA VIEIRA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"1";"0";
"5755036";"FABIO FONSECA FIGUEIREDO";"1824";"DEPARTAMENTO DE POLÍTICAS PÚBLICAS";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"2";"4";"0";
"5758785";"FABIO HENRIQUE VIEIRA DE CRISTO E SILVA";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"1";"0";
"5757845";"FABIO JOSE PINHEIRO SOUSA";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"1";"0";
"5753244";"FABIO MAFRA BORGES";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1";"1";"1";
"5753526";"FABIO MAGNO DA SILVA SANTANA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"5";"0";
"25444";"FABIO MENEGHETTI UGULINO DE ARAUJO";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"445";"CENTRO DE TECNOLOGIA";"2";"1";"1";
"5756793";"FABIO RESENDE DE ARAUJO";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"1";"0";
"5754342";"FABIO ROBERTO DAMETTO";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"3";"0";
"5751546";"FABIO SOREN PRESGRAVE";"284";"ESCOLA DE MÚSICA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"1";"0";
"3020005";"FABRICIA AZEVEDO DA COSTA CAVALCANTI";"201";"DEPARTAMENTO DE FISIOTERAPIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"8";"2";
"5754325";"FABRICIA GONCALVES DE CARVALHO";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"445";"CENTRO DE TECNOLOGIA";"0";"3";"0";
"5753645";"FABRICIO GAVA MENEZES";"6025";"INSTITUTO DE QUÍMICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"1";"4";"2";
"5758751";"FABRÍCIO GERMANO ALVES";"4881";"DEPARTAMENTO DE DIREITO - CERES";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1";"8";"0";
"5752998";"FABRICIO PITOMBO LEITE";"160";"DEPARTAMENTO DE ECONOMIA - DEPEC";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"1";"2";"0";
"5756335";"FAGNER ALEXANDRE NUNES DE FRANCA";"52";"DEPARTAMENTO DE ENGENHARIA CIVIL";"445";"CENTRO DE TECNOLOGIA";"2";"3";"0";
"3020099";"FAGNER LEMOS DE SANTANA";"120";"DEPARTAMENTO DE MATEMÁTICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"1";"0";
"5759451";"FEDERICO SANGUINETTI";"137";"DEPARTAMENTO DE FILOSOFIA";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"1";"1";"0";
"5752721";"FELIPE BOHN";"121";"DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"2";"4";"3";
"5758434";"FELIPE NALON CASTRO";"178";"DEPARTAMENTO DE FISIOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"1";"0";
"5758439";"FELLIPE COELHO LIMA";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"2";"0";
"5758563";"FERNANDA ANTUNES CARVALHO";"183";"DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"3";"0";
"5752685";"FERNANDA CRISTINA BARBOSA PEREIRA QUEIROZ";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"445";"CENTRO DE TECNOLOGIA";"5";"3";"3";
"5757143";"FERNANDA DA FONSECA FREITAS";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"4";"0";
"5754927";"FERNANDA DINIZ DE SA";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"7";"0";
"5757119";"FERNANDA FERNANDES GURGEL";"4890";"FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRI - FACISA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"4";"0";
"5757625";"FERNANDA JULYANNA SILVA DOS SANTOS";"205";"ESCOLA DE SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"2";"0";
"5752764";"FERNANDA MARUR MAZZE";"6025";"INSTITUTO DE QUÍMICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"3";"1";"4";
"23716";"FERNANDA NERVO RAFFIN";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"5";"0";
"22727";"FERNANDA WANDERLEY DE OLIVEIRA";"182";"DEPARTAMENTO DE BIOQUÍMICA";"440";"CENTRO DE BIOCIÊNCIAS";"0";"1";"0";
"23844";"FERNANDO CESAR ALVES DA SILVA";"123";"DEPARTAMENTO DE GEOLOGIA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"0";"5";
"5757838";"FERNANDO DIEGO RODRIGUES DOS SANTOS";"284";"ESCOLA DE MÚSICA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"2";"0";
"19079";"FERNANDO GOMES TEIXEIRA";"162";"DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"0";"3";"0";
"5755053";"FERNANDO GUEDES CURY";"120";"DEPARTAMENTO DE MATEMÁTICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"2";"4";"0";
"5756808";"FERNANDO HENRIQUE ANDRADE NOGUEIRA";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"8";"0";
"5759542";"FERNANDO HIAGO DA SILVA DUARTE";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5759162";"FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA";"6025";"INSTITUTO DE QUÍMICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"1";"0";
"5756336";"FERNANDO LUIZ VECHIATO";"63";"DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"1";"1";"0";
"5755563";"FERNANDO MANUEL ROCHA DA CRUZ";"1824";"DEPARTAMENTO DE POLÍTICAS PÚBLICAS";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"1";"1";"0";
"15370";"FERNANDO MOREIRA DA SILVA";"142";"DEPARTAMENTO DE GEOGRAFIA/CCHLA";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"3";"5";"2";
"5757544";"FERNANDO VAGNER LOBO LADD";"177";"DEPARTAMENTO DE MORFOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"1";"2";"3";
"5753495";"FIDEL ERNESTO CASTRO MORALES";"47";"DEPARTAMENTO DE ESTATISTICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"1";"1";"0";
"5752273";"FILIPE MARTEL DE MAGALHAES BORGES";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"3";"0";
"24855";"FIVIA DE ARAUJO LOPES";"178";"DEPARTAMENTO DE FISIOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"3";"3";"0";
"25301";"FLAVIA ANDREIA PEREIRA SOARES DOS SANTOS";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"0";"1";"0";
"5754624";"FLAVIA ANDREIA PEREIRA SOARES DOS SANTOS";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"1";"0";
"5757566";"FLAVIA CHRISTIANE DE AZEVEDO MACHADO";"202";"DEPARTAMENTO DE SAÚDE COLETIVA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"1";"4";"1";
"5758461";"FLAVIA ROLDAN VIANA";"5968";"DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO";"5965";"CENTRO DE EDUCAÇÃO";"1";"5";"0";
"5753711";"FLAVIO BEZERRA COSTA";"4885";"ESCOLA DE CIÊNCIAS E TECNOLOGIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"3";"0";
"5755991";"FLAVIO BOLEIZ JUNIOR";"5967";"DEPARTAMENTO DE FUNDAMENTOS E POLÍTICAS DA EDUCAÇÃO";"5965";"CENTRO DE EDUCAÇÃO";"1";"3";"0";
"5752880";"FLAVIO CESAR BEZERRA DA SILVA";"205";"ESCOLA DE SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"5";"0";
"24811";"FLAVIO HENRIQUE MIRANDA DE ARAUJO FREIRE";"7761";"DEPARTAMENTO DE DEMOGRAFIA E CIENCIAS ATUARIAIS";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"3";"5";"2";
"5752691";"FLAVIO MEDEIROS JUNIOR";"5075";"DEPARTAMENTO DE ENGENHARIA DE PETROLEO";"445";"CENTRO DE TECNOLOGIA";"0";"0";"3";
"5752382";"FLAVIUS DA LUZ E GORGONIO";"9726";"DEPARTAMENTO DE COMPUTAÇÃO E TECNOLOGIA";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1";"1";"0";
"25436";"FLAVO ELANO SOARES DE SOUZA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"1";"3";"0";
"5758826";"FRANCILEIDE BATISTA DE ALMEIDA VIEIRA";"4880";"DEPARTAMENTO DE EDUCAÇÃO - CERES";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1";"1";"0";
"5753761";"FRANCINE ALVES DA COSTA";"50";"DEPARTAMENTO DE ENGENHARIA MECANICA";"445";"CENTRO DE TECNOLOGIA";"3";"3";"3";
"23922";"FRANCINETE DE LIMA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"2";"2";"0";
"23859";"FRANCISCA DE SOUZA MILLER";"144";"DEPARTAMENTO DE ANTROPOLOGIA";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"2";"2";"0";
"25137";"FRANCISCA IDANESIA DA SILVA";"205";"ESCOLA DE SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"1";"0";
"5752255";"FRANCISCA SUELI MONTE MOREIRA";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"0";"3";"0";
"23404";"FRANCISCO ALEXANDRE DA COSTA";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"0";"0";"1";
"21986";"FRANCISCO ARNOLDO NUNES DE MIRANDA";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"3";"5";"1";
"5758859";"FRANCISCO CANINDE DE SOUSA JUNIOR";"196";"DEPARTAMENTO DE FARMACIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"2";"7";"0";
"25146";"FRANCISCO CLAUDECE PEREIRA";"6025";"INSTITUTO DE QUÍMICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"1";"0";
"22995";"FRANCISCO CLAUDIO SOARES JR";"5968";"DEPARTAMENTO DE PRÁTICAS EDUCACIONAIS E CURRÍCULO";"5965";"CENTRO DE EDUCAÇÃO";"1";"2";"0";
"5758679";"FRANCISCO DA ROCHA BEZERRA JUNIOR";"54";"DEPARTAMENTO DE ARQUITETURA";"445";"CENTRO DE TECNOLOGIA";"0";"3";"0";
"58407";"FRANCISCO DE ASSIS BANDEIRA";"235";"CERES - DEPTO CIÊNCIAS EXATAS E APLICADAS";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"0";"1";"0";
"18205";"FRANCISCO DE ASSIS MEDEIROS DA SILVA";"47";"DEPARTAMENTO DE ESTATISTICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"1";"0";"1";
"19576";"FRANCISCO DE ASSIS OLIMPIO CABRAL";"4894";"DEPARTAMENTO DE GEOFÍSICA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"0";"0";"5";
